IdAgente,Sigla,CodFormaContato,DescRca,Ano,Mes,QtdRecebidas,QtdRecebidasImprocedentes,QtdRecebidasProcedentes,QtdSemProcedencia,QtdAndamento,Dia,Intervalo
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,2,22
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,2,23
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,2,24
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,25
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,26
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,27
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,28
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,29
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,30
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,31
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,32
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,33
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,34
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,35
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,36
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,37
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,38
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,39
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,40
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,41
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,42
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,43
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,44
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,45
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,46
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,2,47
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,0
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,1
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,2
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,3
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,4
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,5
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,6
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,7
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,8
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,9
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,10
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,11
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,12
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,13
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,14
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,15
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,16
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,17
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,18
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,19
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,20
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,21
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,22
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,23
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,24
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,25
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,26
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,27
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,28
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,29
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,30
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,31
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,32
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,33
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,34
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,35
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,36
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,37
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,38
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,39
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,40
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,41
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,42
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,43
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,44
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,45
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,46
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,3,47
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,0
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,1
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,2
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,3
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,4
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,5
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,6
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,7
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,8
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,9
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,10
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,11
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,12
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,13
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,14
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,15
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,16
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,17
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,18
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,19
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,20
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,21
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,22
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,23
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,24
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,25
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,26
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,27
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,28
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,29
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,30
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,31
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,32
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,33
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,34
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,35
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,36
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,37
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,38
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,39
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,40
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,41
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,4,42
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,1,0,0,0,0,4,43
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,1,0,0,0,0,4,44
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,1,0,0,0,0,4,45
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,1,0,0,0,0,4,46
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,1,0,0,0,0,4,47
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,0
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,1
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,2
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,3
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,4
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,5
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,6
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,7
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,8
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,9
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,10
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,11
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,12
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,13
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,14
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,15
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,16
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,17
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,18
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,19
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,20
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,21
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,22
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,23
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,24
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,25
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,26
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,27
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,28
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,29
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,30
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,31
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,32
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,33
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,34
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,35
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,36
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,37
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,38
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,39
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,40
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,41
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,42
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,43
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,44
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,45
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,46
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,5,47
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,0
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,1
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,2
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,3
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,4
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,5
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,6
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,7
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,8
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,9
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,10
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,11
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,12
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,13
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,14
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,15
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,16
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,17
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,18
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,19
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,20
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,21
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,22
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,23
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,24
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,25
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,26
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,27
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,28
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,29
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,30
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,31
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,32
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,33
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,34
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,35
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,36
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,37
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,38
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,39
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,40
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,41
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,42
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,43
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,44
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,45
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,46
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,1,6,47
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,7,0
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,7,1
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,7,2
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,7,3
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,7,4
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,7,5
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,7,6
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,7,7
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,7,8
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,7,9
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,7,10
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,7,11
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,7,12
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,7,13
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,7,14
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,7,15
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,7,16
63,CPFL Paulista,1,Bandeiras Tarifárias,2023,1,0,0,0,0,0,7,17
